x_um,y_um,z_um,lateral_err_um,axial_err_um,n_views,photons,frame
4.754308688414378814e+00,-5.964925536922226712e+00,-2.346092558001918071e+00,5.176197461189116500e-02,5.316976815423424263e-02,7.000000000000000000e+00,8.183950897216796875e+03,9.390000000000000000e+02
-5.106983978066276464e+00,1.476839076638042592e+00,3.959802390684731499e+00,3.696324312646961235e-02,3.796854895893966853e-02,7.000000000000000000e+00,7.744338562011718750e+03,9.390000000000000000e+02
-6.590140877117232066e+00,2.964801677668299718e+00,-1.297764737068848984e+00,4.031595975468006687e-02,4.242713931561224033e-02,6.000000000000000000e+00,3.995071533203125000e+03,9.390000000000000000e+02
-6.661044951231503752e+00,-7.683604568971208471e-01,-1.678481755965582023e+00,5.096573770976346729e-02,5.629256086492124417e-02,5.000000000000000000e+00,3.032077117919921875e+03,9.390000000000000000e+02
-1.326566492675761388e+01,-1.139029115985156437e+01,-2.393229467858091208e+00,4.326685595489671021e-02,4.802252752061229868e-02,5.000000000000000000e+00,2.336410614013671875e+03,9.390000000000000000e+02
-5.035965303985056707e+00,3.477096137080182836e-01,-7.390508236783237539e-01,1.520059037381716882e-01,1.641194388951476568e-01,3.000000000000000000e+00,1.283350738525390625e+03,9.390000000000000000e+02
5.565820974022563483e+00,4.855854316720885855e+00,-2.404814945375956636e+00,5.400883049582202999e-02,5.683704889236889518e-02,6.000000000000000000e+00,6.883749694824218750e+03,9.400000000000000000e+02
4.778399555229853490e+00,-5.947949916107493351e+00,-2.269012138972635650e+00,4.981441933652264176e-02,5.116924434819088846e-02,7.000000000000000000e+00,6.884384643554687500e+03,9.400000000000000000e+02
-5.133784354388397198e+00,1.470354684491803843e+00,3.940634289697076298e+00,5.675226614528981750e-02,6.268388411051931119e-02,5.000000000000000000e+00,3.206867202758789062e+03,9.400000000000000000e+02
-6.630519408812845406e+00,2.953268149868641057e+00,-1.343902565303268792e+00,3.890353347913495796e-02,4.094075013549039466e-02,6.000000000000000000e+00,3.911052978515625000e+03,9.400000000000000000e+02
-1.045646634181255585e+01,1.430298898066612034e+00,2.882176662407871515e+00,3.854029041047631748e-02,3.958848790229749226e-02,7.000000000000000000e+00,5.415253875732421875e+03,9.400000000000000000e+02
-1.319736977838249636e+01,-1.136444335918785242e+01,-2.306847361585568468e+00,4.291978265257440084e-02,4.408709115094807535e-02,7.000000000000000000e+00,3.339304840087890625e+03,9.400000000000000000e+02
5.606622335619564801e+00,4.867292258804495120e+00,-2.282892270158063397e+00,4.248970074068281200e-02,4.693062776208910269e-02,5.000000000000000000e+00,5.052025756835937500e+03,9.410000000000000000e+02
4.772876164232829233e+00,-5.977964680802434039e+00,-2.269140844997604489e+00,5.680215688534986929e-02,5.834703051611710850e-02,7.000000000000000000e+00,7.104198883056640625e+03,9.410000000000000000e+02
-1.050214117697183980e+01,1.466701934324354584e+00,2.826899682763399646e+00,4.714255679491631545e-02,5.070344764918080505e-02,5.000000000000000000e+00,3.663793701171875000e+03,9.410000000000000000e+02
-1.316118128156600875e+01,-1.128244883641534102e+01,-2.202676386787007168e+00,7.592267354962875525e-02,9.192992287707280052e-02,4.000000000000000000e+00,1.708695007324218750e+03,9.410000000000000000e+02
-4.648742488110920057e+00,-6.072807382801136411e-01,1.030358795854213971e+00,3.925123734394816294e-02,4.031877077705432050e-02,7.000000000000000000e+00,3.637361968994140625e+03,9.410000000000000000e+02
-9.639344698681947321e+00,3.157620106025351703e-01,3.953040707021328259e+00,7.043426488773599226e-02,7.608138849339969589e-02,3.000000000000000000e+00,2.592361694335937500e+03,9.410000000000000000e+02
5.623731132456799564e+00,4.857827792233036845e+00,-2.262198595155216818e+00,4.960501654545518280e-02,5.478962021490615258e-02,5.000000000000000000e+00,5.616648010253906250e+03,9.420000000000000000e+02
4.757966147491758946e+00,-5.979097318916270609e+00,-2.285619565259293662e+00,4.873911148958801065e-02,5.006469087347068664e-02,7.000000000000000000e+00,6.614272155761718750e+03,9.420000000000000000e+02
-4.656163200536516555e+00,-5.680060684512425739e-01,1.125123686771619891e+00,2.748465202612893760e-02,2.823216438295162584e-02,7.000000000000000000e+00,4.329725982666015625e+03,9.420000000000000000e+02
-1.318810205402012414e+01,-1.136508933833618151e+01,-2.259668862013012092e+00,4.355331857398785089e-02,4.915009279666763403e-02,4.000000000000000000e+00,1.635893707275390625e+03,9.420000000000000000e+02
-6.957927207324638097e+00,-2.013720175684843294e+00,1.917886812892637127e-01,4.214650332424497992e-02,4.435354085787523298e-02,6.000000000000000000e+00,3.002076629638671875e+03,9.420000000000000000e+02
-8.201145328487195130e+00,4.169857788624689476e+00,1.084942123554286653e+00,4.584793866638027515e-02,6.271940719926169527e-02,3.000000000000000000e+00,1.374609191894531250e+03,9.420000000000000000e+02
4.808653228964972826e+00,-5.979659132997375615e+00,-2.241978505102827146e+00,4.893333086283806199e-02,5.026419251776061831e-02,7.000000000000000000e+00,1.113714672851562500e+04,9.430000000000000000e+02
5.590160536622264864e+00,4.904642515400719383e+00,-2.333758113832938630e+00,5.764207859562252290e-02,6.366669773727315351e-02,5.000000000000000000e+00,5.113030151367187500e+03,9.430000000000000000e+02
-4.593916060469546814e+00,-5.706363930420179642e-01,1.069941218257570492e+00,3.750204133381360855e-02,3.852200110177612241e-02,7.000000000000000000e+00,4.296447052001953125e+03,9.430000000000000000e+02
-1.330123198998335177e+01,-1.137111400274409334e+01,-2.364365025464063574e+00,4.261014138081799241e-02,4.480392012404032370e-02,6.000000000000000000e+00,2.642549224853515625e+03,9.430000000000000000e+02
-1.007939085585645422e+01,2.819462542039831376e+00,1.947362826855731033e+00,3.780855617564617133e-02,3.883685236466292989e-02,7.000000000000000000e+00,2.690343383789062500e+03,9.430000000000000000e+02
5.616077773990626021e+00,4.892037842774479728e+00,-2.267772964331495444e+00,4.775005637363195082e-02,5.274078381879605815e-02,5.000000000000000000e+00,4.845978149414062500e+03,9.440000000000000000e+02
4.785209916092950877e+00,-5.969116617651389234e+00,-2.263283369918456689e+00,5.144792476075258497e-02,5.284717694902790752e-02,7.000000000000000000e+00,5.820471923828125000e+03,9.440000000000000000e+02
-5.326532400098457742e+00,1.045547846096360090e+00,3.254745929223183953e+00,1.019967938971502730e-01,1.096405425509299481e-01,5.000000000000000000e+00,4.528600616455078125e+03,9.440000000000000000e+02
-4.667860436865967522e+00,-5.570722180602338813e-01,1.053885756318564626e+00,8.346588245832438357e-02,8.776311482572964062e-02,6.000000000000000000e+00,4.415040252685546875e+03,9.440000000000000000e+02
-7.943290736839387911e+00,4.191695029657857674e+00,1.215640063023986750e+00,6.033633957842510220e-02,6.322653824566336345e-02,6.000000000000000000e+00,4.354374328613281250e+03,9.440000000000000000e+02
-1.325734123709474055e+01,-1.145445018380430824e+01,-2.364703730192668552e+00,4.730452585088423811e-02,5.250399744533569557e-02,5.000000000000000000e+00,1.986971313476562500e+03,9.440000000000000000e+02
5.579796303118435219e+00,4.862958147690052080e+00,-2.268566607323657003e+00,5.397237022411299767e-02,5.961343978119069270e-02,5.000000000000000000e+00,5.039122985839843750e+03,9.450000000000000000e+02
4.751880070482831009e+00,-5.940468749812845672e+00,-2.375208708116801848e+00,5.182408008464527843e-02,5.323356273726947280e-02,7.000000000000000000e+00,9.343816284179687500e+03,9.450000000000000000e+02
-7.926469306377288859e+00,4.248665248513042059e+00,1.049429160485583878e+00,3.860946732433824524e-02,3.965954625158270297e-02,7.000000000000000000e+00,5.968626159667968750e+03,9.450000000000000000e+02
-1.324548973503477534e+01,-1.140192369482445578e+01,-2.287699316962237717e+00,4.248162808268564350e-02,4.715099141587390796e-02,5.000000000000000000e+00,2.268697570800781250e+03,9.450000000000000000e+02
-6.810419676075947670e+00,-1.670213797245885257e+00,-5.359949931938131629e-01,7.797011918516828788e-02,8.009070734100312561e-02,7.000000000000000000e+00,4.849436065673828125e+03,9.450000000000000000e+02
-4.866791218011870868e+00,2.575358461002251964e+00,8.759366196856983589e-01,1.183458468830946020e-01,1.166408300683803162e-01,3.000000000000000000e+00,1.359199645996093750e+03,9.450000000000000000e+02
5.523527334223318874e+00,4.866538774083442043e+00,-2.370809537390377031e+00,5.862629070583136315e-02,6.143457553794115511e-02,6.000000000000000000e+00,1.182526611328125000e+04,9.460000000000000000e+02
4.765193291278960075e+00,-5.996564127417017609e+00,-2.243458401123291424e+00,5.484994275944753833e-02,5.634172115070116421e-02,7.000000000000000000e+00,7.587414794921875000e+03,9.460000000000000000e+02
-1.321196241231107038e+01,-1.141934128515510594e+01,-2.336678340191680192e+00,4.379178479676997665e-02,4.498280952692793738e-02,7.000000000000000000e+00,3.744865020751953125e+03,9.460000000000000000e+02
-9.880711249736663149e+00,9.940219263404237449e-01,3.514430552934764140e+00,4.652199546226549326e-02,4.778727495130657976e-02,7.000000000000000000e+00,4.799543975830078125e+03,9.460000000000000000e+02
-8.585116505678698218e+00,3.766422498035055799e+00,-3.177810160186699817e-01,1.015149110335649141e-01,1.242083038207475870e-01,3.000000000000000000e+00,1.612586380004882812e+03,9.460000000000000000e+02
5.592482386208159184e+00,4.884629965412346841e+00,-2.308448070278186659e+00,5.232730741703751909e-02,5.483386176245504118e-02,6.000000000000000000e+00,1.129150878906250000e+04,9.470000000000000000e+02
4.776673099953227641e+00,-5.986511118295333667e+00,-2.257496315456269720e+00,6.714469955298046910e-02,7.060163749840792091e-02,6.000000000000000000e+00,6.695054199218750000e+03,9.470000000000000000e+02
-1.324765083074484906e+01,-1.138916637583590941e+01,-2.322213560625377315e+00,4.397783200547120824e-02,4.517391674465981444e-02,7.000000000000000000e+00,3.346664794921875000e+03,9.470000000000000000e+02
5.601255785859391878e+00,4.838050562080378647e+00,-2.266462327899385620e+00,5.231652520539786799e-02,5.778452960177341002e-02,5.000000000000000000e+00,5.040670806884765625e+03,9.480000000000000000e+02
4.775126908280448390e+00,-5.995745965679663669e+00,-2.237156070505168959e+00,4.834960070600950732e-02,4.966458639114119250e-02,7.000000000000000000e+00,6.996287353515625000e+03,9.480000000000000000e+02
-1.324084744532818192e+01,-1.139403378422505320e+01,-2.312161019561142616e+00,4.548169189441050864e-02,4.671867778267837362e-02,7.000000000000000000e+00,3.276705657958984375e+03,9.480000000000000000e+02
-6.232376841888764396e+00,1.257845311056648319e+00,4.287748847496523297e+00,3.201992769911107817e-02,3.153555951735414337e-02,3.000000000000000000e+00,3.060382476806640625e+03,9.480000000000000000e+02
-6.722743412063677759e+00,4.959046179462438531e-01,4.717365724598254317e+00,7.262414020039340001e-02,7.610294243936047143e-02,6.000000000000000000e+00,1.162359338378906250e+04,9.490000000000000000e+02
5.522822525341010369e+00,4.881482072487142609e+00,-2.378935900898286881e+00,5.909214683046579153e-02,6.192274685040351917e-02,6.000000000000000000e+00,1.163270935058593750e+04,9.490000000000000000e+02
4.842740568659971601e+00,-6.010451145329247957e+00,-2.237543225520670198e+00,6.219671409081815872e-02,6.545369798366555691e-02,6.000000000000000000e+00,4.538421478271484375e+03,9.490000000000000000e+02
-1.328982162353378094e+01,-1.146027888778813342e+01,-2.449684217457584801e+00,4.731186975364574249e-02,6.355078882908639371e-02,3.000000000000000000e+00,1.263054504394531250e+03,9.490000000000000000e+02
5.598569506285924646e+00,4.877865201394807393e+00,-2.263425226356400977e+00,4.696209895133383189e-02,5.187047087628005038e-02,5.000000000000000000e+00,5.292163269042968750e+03,9.500000000000000000e+02
-6.352503697840372610e+00,6.424528072625634856e-01,4.688525605654228379e+00,8.864343140529637455e-02,1.066646044004917887e-01,4.000000000000000000e+00,6.564648681640625000e+03,9.500000000000000000e+02
4.760853401025984866e+00,-5.935458635415528761e+00,-2.342115970784783396e+00,4.952614869821715671e-02,5.087313348458302048e-02,7.000000000000000000e+00,5.628894256591796875e+03,9.500000000000000000e+02
-1.067682870040586351e+01,3.524296086025444086e-01,7.156648042060284043e-01,4.466676553478977213e-02,4.700577874503712728e-02,6.000000000000000000e+00,4.039748809814453125e+03,9.500000000000000000e+02
5.599364687933379159e+00,4.862699626409889397e+00,-2.266592624548138257e+00,5.212550342515404056e-02,5.757354265889547823e-02,5.000000000000000000e+00,5.311339355468750000e+03,9.510000000000000000e+02
4.713955463049193106e+00,-6.068002438998011172e+00,-2.212210438948067459e+00,5.035980159547254892e-02,5.589509347691470897e-02,5.000000000000000000e+00,3.118927978515625000e+03,9.510000000000000000e+02
2.400264649016321972e+00,-7.429220737553267284e+00,-2.355078876662072052e+00,4.098695026460429103e-02,4.313326681492604675e-02,6.000000000000000000e+00,3.350035690307617188e+03,9.510000000000000000e+02
-5.457220468169967198e+00,-1.380674961124301880e+00,1.585581582719758076e-01,8.405811771681270805e-02,8.808462415543930057e-02,6.000000000000000000e+00,3.378060394287109375e+03,9.510000000000000000e+02
-4.805988654711031316e+00,1.248801271340554075e+00,2.345129367270457621e+00,7.721121225474059102e-02,7.507440373715486281e-02,3.000000000000000000e+00,1.627633239746093750e+03,9.510000000000000000e+02
5.522587661749140509e+00,4.878982904493727624e+00,-2.361252643611614577e+00,6.377737543174134827e-02,6.683240473515446312e-02,6.000000000000000000e+00,1.158946978759765625e+04,9.520000000000000000e+02
-8.920042716241487923e+00,-1.797457042072073907e+00,9.084373247497916637e-01,9.117019495397897522e-02,1.006990966703975587e-01,5.000000000000000000e+00,6.646695251464843750e+03,9.520000000000000000e+02
4.744999981238126274e+00,-6.014187568863566646e+00,-2.306081277366482052e+00,4.790420604309909847e-02,5.041275058219155808e-02,6.000000000000000000e+00,4.121041412353515625e+03,9.520000000000000000e+02
-4.916402060903308779e+00,1.077833564522536980e+00,2.483013004211343411e+00,1.182583273209614483e-01,1.141245790766635265e-01,4.000000000000000000e+00,1.815133331298828125e+03,9.520000000000000000e+02
5.578079611594358056e+00,4.911939633349146739e+00,-2.303530625289746059e+00,4.924196603627477298e-02,5.182056351649056564e-02,6.000000000000000000e+00,5.831894866943359375e+03,9.530000000000000000e+02
4.753900606484990021e+00,-5.977449424953302781e+00,-2.356660733400233187e+00,6.169015004748719389e-02,6.486626107304924171e-02,6.000000000000000000e+00,5.522552368164062500e+03,9.530000000000000000e+02
-1.328843835573604970e+01,-1.139271241194582096e+01,-2.306473909188153648e+00,6.628021890807644922e-02,7.979003208267362868e-02,4.000000000000000000e+00,1.860670288085937500e+03,9.530000000000000000e+02
5.539212659768542046e+00,4.894528808780898466e+00,-2.382513618815816692e+00,5.096981548095808751e-02,5.235606431760943952e-02,7.000000000000000000e+00,1.210451611328125000e+04,9.540000000000000000e+02
-6.228989058907595577e+00,-1.790844267871712248e+00,7.978846339927390119e-01,9.958175256386997409e-02,1.198266817331058304e-01,4.000000000000000000e+00,4.882233215332031250e+03,9.540000000000000000e+02
4.715512559014758409e+00,-6.022897088168186919e+00,-2.294048792084586452e+00,5.414047683257316307e-02,6.009132120396346033e-02,5.000000000000000000e+00,3.359853546142578125e+03,9.540000000000000000e+02
-1.327971724862059233e+01,-1.138336454826895050e+01,-2.401236621187440523e+00,5.429794560869966036e-02,5.577471108690193469e-02,7.000000000000000000e+00,3.568915374755859375e+03,9.540000000000000000e+02
-5.721450424745949448e+00,-1.308271437199687082e+00,1.281568868753918400e+00,8.665264927732854727e-02,9.355810418172537390e-02,3.000000000000000000e+00,2.590625366210937500e+03,9.540000000000000000e+02
-4.718531646550667702e+00,1.180719011099236715e+00,2.491403624757755342e+00,1.400667994788019621e-01,1.332042550655619662e-01,3.000000000000000000e+00,1.097980972290039062e+03,9.540000000000000000e+02
5.604199406420327989e+00,4.925854376117210442e+00,-2.284683899181516598e+00,4.340369342839481975e-02,4.458416306427102904e-02,7.000000000000000000e+00,2.445686950683593750e+04,9.550000000000000000e+02
4.714061887946269458e+00,-6.002505107445115229e+00,-2.355494046635500105e+00,5.662843439915603988e-02,6.285274234433683993e-02,5.000000000000000000e+00,3.555965667724609375e+03,9.550000000000000000e+02
-6.656181575747122103e+00,-2.054687525465787701e+00,1.831492412078670751e-01,1.903585740429152018e-02,2.102544198711286255e-02,5.000000000000000000e+00,4.162813751220703125e+03,9.550000000000000000e+02
-1.324559568984082958e+01,-1.141373709523695901e+01,-2.330394481668001117e+00,4.494318154386589548e-02,4.616552132561124039e-02,7.000000000000000000e+00,3.708075225830078125e+03,9.550000000000000000e+02
5.553145419233553426e+00,4.878125495490455599e+00,-2.376518249978256669e+00,5.966462626233773325e-02,6.252264888203173943e-02,6.000000000000000000e+00,1.063237927246093750e+04,9.560000000000000000e+02
-9.110197915008241054e+00,-5.652763437488604881e-01,-1.532525449683189711e+00,4.982650071071595410e-02,5.118165430491412871e-02,7.000000000000000000e+00,7.957742980957031250e+03,9.560000000000000000e+02
4.713602308206043645e+00,-5.963298223399160491e+00,-2.412503991995339270e+00,4.609979266941560683e-02,4.735358932052808473e-02,7.000000000000000000e+00,4.503050781250000000e+03,9.560000000000000000e+02
-1.325494168701165343e+01,-1.139593368792400696e+01,-2.327669070009040109e+00,4.907859817281688686e-02,5.160540474819109991e-02,6.000000000000000000e+00,2.783975433349609375e+03,9.560000000000000000e+02
-6.358865396992764651e+00,-1.927677239405566789e+00,3.743842780337300891e-01,4.444547503092351193e-02,4.743760177233010550e-02,5.000000000000000000e+00,1.909773529052734375e+03,9.560000000000000000e+02
-4.691148256114044734e+00,-3.011298606387950993e-01,1.146212731724411071e+00,5.220756707912733302e-02,6.284896943353801557e-02,4.000000000000000000e+00,1.399653259277343750e+03,9.560000000000000000e+02
5.600802146647378521e+00,4.857820560585512482e+00,-2.272171778717593682e+00,5.831343790775075919e-02,6.440822599995482678e-02,5.000000000000000000e+00,5.201069335937500000e+03,9.570000000000000000e+02
-8.854304560440368732e+00,1.726485558673246823e+00,-1.908714926216444896e+00,5.536641018407134629e-02,5.826571939695023017e-02,6.000000000000000000e+00,4.519710052490234375e+03,9.570000000000000000e+02
4.727123880130077893e+00,-5.980791419828026534e+00,-2.266251457973853078e+00,4.796023851787639680e-02,5.042946646152632328e-02,6.000000000000000000e+00,4.276589691162109375e+03,9.570000000000000000e+02
-1.326467404845162257e+01,-1.145047772015824350e+01,-2.337409139672498526e+00,4.687039482206284413e-02,5.202214895371291142e-02,5.000000000000000000e+00,2.282624847412109375e+03,9.570000000000000000e+02
-8.485805553115868705e+00,3.949082426022461956e+00,-2.048645030756438834e-01,7.124639639693811088e-02,7.862070786999166006e-02,5.000000000000000000e+00,2.734127624511718750e+03,9.570000000000000000e+02
-6.416567820743710016e+00,-1.880503121427906876e+00,2.427394978479891496e-01,4.723229787042147743e-02,5.302629923282070612e-02,4.000000000000000000e+00,1.662269012451171875e+03,9.570000000000000000e+02
-5.524330876926696554e+00,3.229698770984197331e+00,9.614918025688988790e-01,1.018601241909417449e-01,1.137127511043084516e-01,4.000000000000000000e+00,5.818395629882812500e+03,9.580000000000000000e+02
5.530879483732075386e+00,4.897488784090651137e+00,-2.405973960593144056e+00,5.897963453248527416e-02,6.180484504924891459e-02,6.000000000000000000e+00,1.197387921142578125e+04,9.580000000000000000e+02
4.688972244845531989e+00,-6.050707803601424573e+00,-2.322670111929236558e+00,5.491462036890764481e-02,6.095055463930437734e-02,5.000000000000000000e+00,3.990880065917968750e+03,9.580000000000000000e+02
-9.739702152073903108e+00,-4.374080028262108399e-01,3.179573392515069319e+00,3.706762479905197083e-02,3.884321809059822217e-02,6.000000000000000000e+00,4.201091796875000000e+03,9.580000000000000000e+02
-1.317054273010522003e+01,-1.148339208464025596e+01,-2.388027253373110170e+00,4.162746965659061549e-02,5.631634783696958663e-02,3.000000000000000000e+00,1.106724243164062500e+03,9.580000000000000000e+02
-6.487566532510895989e+00,-1.957186843803265797e+00,3.736086551777223486e-01,5.082740634732589580e-02,4.905072214664184943e-02,4.000000000000000000e+00,1.418369644165039062e+03,9.580000000000000000e+02
5.530426015204050749e+00,4.878888760517710033e+00,-2.415973888659639801e+00,5.746174325634360175e-02,6.021424456711348128e-02,6.000000000000000000e+00,1.082889141845703125e+04,9.590000000000000000e+02
4.684242439418333070e+00,-6.011890707739125261e+00,-2.275211793818884054e+00,4.820820606177558809e-02,5.069020058890041230e-02,6.000000000000000000e+00,5.313117156982421875e+03,9.590000000000000000e+02
-1.039050536094548782e+01,8.872589482432136077e-01,2.492722126203317234e+00,3.612212087426463353e-02,3.785242314878229514e-02,6.000000000000000000e+00,3.485369598388671875e+03,9.590000000000000000e+02
-5.074909674962026607e+00,2.832978380986216127e+00,1.372965269675733735e+00,5.803172452198418485e-02,5.579867944992850798e-02,5.000000000000000000e+00,3.897698425292968750e+03,9.590000000000000000e+02
-5.078033068539372863e+00,1.320950466396230816e+00,3.705775308358272291e+00,1.217804215782553601e-01,1.175235576829739420e-01,4.000000000000000000e+00,3.505569274902343750e+03,9.590000000000000000e+02
-4.885459598262522185e+00,1.419180774792400568e+00,3.628123014415407077e+00,5.132462330750887924e-02,5.396706625576423028e-02,6.000000000000000000e+00,1.278416943359375000e+04,9.600000000000000000e+02
5.572438375203940808e+00,4.859094219592932085e+00,-2.260984469898222216e+00,5.186759614724786860e-02,5.728867949804578724e-02,5.000000000000000000e+00,5.115853332519531250e+03,9.600000000000000000e+02
4.750652973198603135e+00,-5.984867175687103469e+00,-2.215232469222355505e+00,5.235568086117432102e-02,5.377962169755045457e-02,7.000000000000000000e+00,5.594447265625000000e+03,9.600000000000000000e+02
-1.039371435381032605e+01,8.177262371663150953e-01,2.523495864878627426e+00,3.938645989932799962e-02,4.045767104066824021e-02,7.000000000000000000e+00,3.925033874511718750e+03,9.600000000000000000e+02
-1.324191166552551380e+01,-1.132383721387112097e+01,-2.372120288661847098e+00,1.011775042200551977e-01,1.217468490419523486e-01,4.000000000000000000e+00,1.626064910888671875e+03,9.600000000000000000e+02
5.578539313510327169e+00,4.864853272296495668e+00,-2.352664980991982624e+00,4.505159688665227868e-02,4.741076211831749682e-02,6.000000000000000000e+00,8.048402587890625000e+03,9.610000000000000000e+02
-4.918216504819381996e+00,1.538830390720248964e+00,3.930715869775884386e+00,8.377907088660693780e-02,9.298763796235759438e-02,5.000000000000000000e+00,6.614685363769531250e+03,9.610000000000000000e+02
4.702588975307579133e+00,-6.006335212136818313e+00,-2.292485997448542534e+00,4.846724341274565029e-02,5.096257445122301388e-02,6.000000000000000000e+00,4.204082641601562500e+03,9.610000000000000000e+02
-1.052896562709914186e+01,1.970292454410575100e+00,-2.749301875706259835e-01,4.299970482986025661e-02,4.525142098681913388e-02,6.000000000000000000e+00,3.081061737060546875e+03,9.610000000000000000e+02
5.513776021501185731e+00,4.864594607491693701e+00,-2.385050833764803091e+00,6.097704653711676082e-02,6.389793600215680491e-02,6.000000000000000000e+00,1.110027899169921875e+04,9.620000000000000000e+02
-5.510669048285770089e+00,2.178428897136558628e+00,3.517954601802375514e+00,5.285580914650168938e-02,5.429335219522977291e-02,7.000000000000000000e+00,4.435531036376953125e+03,9.620000000000000000e+02
4.763077405862292224e+00,-6.017982235675944480e+00,-2.218756595489118855e+00,5.197930532067025766e-02,5.339300970336798707e-02,7.000000000000000000e+00,4.611261276245117188e+03,9.620000000000000000e+02
-1.051019093956181472e+01,-1.312725655504814792e+00,1.647421580817781450e+00,6.318343442521177911e-02,6.490186251134658080e-02,7.000000000000000000e+00,4.939399932861328125e+03,9.620000000000000000e+02
-1.052334977498388469e+01,1.936531488759008379e+00,-2.708549690622598649e-01,3.535793657352973018e-02,3.705163330546824146e-02,6.000000000000000000e+00,2.202583953857421875e+03,9.620000000000000000e+02
-9.793044896354853535e+00,3.733843830949752807e+00,3.016289303253501530e-01,4.490394685996634827e-02,4.482177640369718746e-02,4.000000000000000000e+00,1.709278015136718750e+03,9.620000000000000000e+02
5.586420937366643358e+00,4.872760345714094221e+00,-2.345905808226566247e+00,5.119040949792331985e-02,5.654071483811874688e-02,5.000000000000000000e+00,5.543664672851562500e+03,9.630000000000000000e+02
4.766466416276562867e+00,-6.008104043995942334e+00,-2.190628517656422414e+00,5.305185255845829700e-02,5.578322172691883851e-02,6.000000000000000000e+00,4.558231536865234375e+03,9.630000000000000000e+02
-8.959762540375928452e+00,-1.234230267832984840e+00,-7.484197298357181394e-01,6.831343578732750055e-02,7.158574899768341271e-02,6.000000000000000000e+00,4.786835327148437500e+03,9.630000000000000000e+02
-5.388415049029819492e+00,2.087864351005602082e+00,3.468454769365759471e+00,6.245297056009744413e-02,6.415153189424040170e-02,7.000000000000000000e+00,4.096233795166015625e+03,9.630000000000000000e+02
-1.032309662994579114e+01,-6.920414970955430789e-01,1.197313198233408205e+00,6.679758460233575779e-02,6.702057966589794469e-02,4.000000000000000000e+00,2.781236816406250000e+03,9.630000000000000000e+02
-9.768984740440306069e+00,3.510464832122415224e+00,7.469232422556630890e-01,5.999413713090759326e-02,5.988435289218812380e-02,4.000000000000000000e+00,2.263986206054687500e+03,9.630000000000000000e+02
5.533186806398084023e+00,4.825915383760190025e+00,-2.348528744025251580e+00,5.829312905289499996e-02,6.134569839139292907e-02,6.000000000000000000e+00,6.836548156738281250e+03,9.640000000000000000e+02
4.719536893147700418e+00,-5.991579662096244263e+00,-2.250272872868883223e+00,4.381805031886189250e-02,4.607401812943196645e-02,6.000000000000000000e+00,4.386409759521484375e+03,9.640000000000000000e+02
-8.360837316197807567e+00,9.555767555148446668e-01,4.865256465194830682e+00,9.302772611427156946e-02,1.138238309161720280e-01,3.000000000000000000e+00,1.549542022705078125e+03,9.640000000000000000e+02
-9.652580619648809090e+00,3.458049959652180316e+00,2.306430901113525611e-01,8.172558206242945544e-02,1.097763676351727058e-01,3.000000000000000000e+00,2.244421508789062500e+03,9.640000000000000000e+02
-5.394684812794701578e+00,2.130336100447566938e+00,3.586918272313623035e+00,3.766185444919210173e-02,3.868616072583205140e-02,7.000000000000000000e+00,3.124622558593750000e+03,9.640000000000000000e+02
-1.320426364971236133e+01,-1.139203628048779926e+01,-2.300596753354352764e+00,6.829229633816361056e-02,8.269078579486195679e-02,4.000000000000000000e+00,1.432243652343750000e+03,9.640000000000000000e+02
-5.871770078354074052e+00,-1.171579992149321825e+01,-2.346435118225040917e+00,5.560759933340310435e-02,7.522957634161551999e-02,3.000000000000000000e+00,9.806105041503906250e+02,9.640000000000000000e+02
5.577043205911259349e+00,4.892867407393037382e+00,-2.179719148580316013e+00,5.832312134738143472e-02,6.441892153070327698e-02,5.000000000000000000e+00,5.111466918945312500e+03,9.650000000000000000e+02
4.741731958503663691e+00,-5.971396426059128792e+00,-2.344399141070898196e+00,5.289421741894940326e-02,5.433280507461780984e-02,7.000000000000000000e+00,4.800273071289062500e+03,9.650000000000000000e+02
-5.385661208416814283e+00,2.338880916689774825e+00,3.809012983348242898e+00,6.997123817840320004e-02,7.728447307841279645e-02,5.000000000000000000e+00,2.888425415039062500e+03,9.650000000000000000e+02
-9.643518286705045739e+00,3.480155448103451565e+00,5.557076863027763380e-01,7.689781992085306661e-02,8.305484562319050135e-02,5.000000000000000000e+00,4.567527069091796875e+03,9.650000000000000000e+02
-1.081739366928651513e+01,1.293451683594889712e+00,5.427466765569568530e-01,4.836693228539019895e-02,4.968238934522722916e-02,7.000000000000000000e+00,4.632785247802734375e+03,9.650000000000000000e+02
-1.327737424090111773e+01,-1.143112515849584199e+01,-2.367561662205970752e+00,4.762735424694305997e-02,5.733517761380513972e-02,4.000000000000000000e+00,1.340615783691406250e+03,9.650000000000000000e+02
-5.895548014799352643e+00,3.598274161162036577e+00,1.291827593476296832e+00,1.576729205159889124e-01,1.703144732153600016e-01,3.000000000000000000e+00,2.641474792480468750e+03,9.650000000000000000e+02
5.524874092824522798e+00,4.827574550278787235e+00,-2.341008145226734616e+00,6.340356246427744646e-02,6.672374399981263748e-02,6.000000000000000000e+00,6.383645935058593750e+03,9.660000000000000000e+02
